OrderID,Date,Region,Category,Product,Quantity,Sales,Profit
ORD-00434,2023-11-29,East,Technology,Accessories,4,3273.05,946.66
ORD-01748,2023-11-29,Central,Technology,Accessories,8,5492.06,1745.54
ORD-01983,2023-11-29,East,Office Supplies,Paper,9,264.75,131.07
ORD-00280,2023-11-30,West,Technology,Laptops,8,4249.74,1166.09
ORD-00618,2023-11-30,South,Office Supplies,Art Supplies,9,373.4,232.62
ORD-00902,2023-11-30,East,Office Supplies,Binders,3,49.98,24.73
ORD-01522,2023-11-30,West,Office Supplies,Art Supplies,7,157.55,90.46
ORD-00021,2023-12-01,West,Office Supplies,Art Supplies,7,194.13,99.22
ORD-00727,2023-12-01,South,Furniture,Chairs,2,765.73,263.09
ORD-01358,2023-12-01,East,Furniture,Tables,2,931.27,315.97
ORD-01750,2023-12-01,West,Technology,Laptops,6,4341.91,1092.76
ORD-00856,2023-12-02,West,Technology,Phones,9,5272.76,1381.9
ORD-00871,2023-12-02,East,Technology,Phones,3,2036.68,541.33
ORD-00406,2023-12-03,Central,Technology,Accessories,6,4841.8,1429.93
ORD-00549,2023-12-03,South,Technology,Phones,2,1011.39,358.29
ORD-01139,2023-12-03,South,Technology,Phones,7,4367.68,996.24
ORD-01551,2023-12-03,Central,Furniture,Bookcases,6,1847.72,537.6
ORD-00022,2023-12-04,South,Technology,Phones,5,4709.77,1046.79
ORD-01255,2023-12-04,East,Technology,Laptops,1,487.98,130.13
ORD-01936,2023-12-04,South,Furniture,Bookcases,5,2131.14,813.02
ORD-00225,2023-12-05,South,Furniture,Bookcases,9,2501.31,1114.04
ORD-00419,2023-12-05,West,Office Supplies,Paper,3,59.49,30.7
ORD-00956,2023-12-05,South,Technology,Accessories,5,3789.09,1020.7
ORD-00972,2023-12-05,East,Technology,Accessories,6,5042.34,1285.93
ORD-01371,2023-12-05,South,Furniture,Chairs,3,1011.46,407.49
ORD-00762,2023-12-06,West,Office Supplies,Paper,5,208.87,97.56
ORD-00971,2023-12-06,East,Technology,Laptops,2,668.88,151.51
ORD-01735,2023-12-06,South,Technology,Accessories,6,4886.55,1232.68
ORD-01895,2023-12-06,South,Office Supplies,Art Supplies,6,95.73,46.72
ORD-00640,2023-12-07,West,Technology,Accessories,9,3658.47,905.08
ORD-01109,2023-12-07,West,Technology,Laptops,8,5588.92,1694.26
ORD-01221,2023-12-07,Central,Office Supplies,Binders,6,129.33,71.34
ORD-01774,2023-12-07,East,Furniture,Chairs,4,2131.9,853.7
ORD-00587,2023-12-08,West,Office Supplies,Art Supplies,5,159.49,81.88
ORD-00637,2023-12-08,West,Furniture,Bookcases,5,2446.55,982.0
ORD-00693,2023-12-08,Central,Furniture,Chairs,8,4107.73,1661.9
ORD-00046,2023-12-09,West,Technology,Laptops,3,1236.45,422.19
ORD-00798,2023-12-09,Central,Furniture,Chairs,8,3297.88,1503.09
ORD-01148,2023-12-09,South,Technology,Phones,5,3630.71,792.67
ORD-01833,2023-12-09,West,Office Supplies,Paper,3,103.62,58.41
ORD-01910,2023-12-09,East,Technology,Accessories,4,1817.07,628.0
ORD-01309,2023-12-10,South,Technology,Laptops,5,1816.78,633.9
ORD-01357,2023-12-10,East,Office Supplies,Paper,4,77.71,41.81
ORD-01606,2023-12-10,South,Furniture,Tables,1,197.65,76.42
ORD-02000,2023-12-10,East,Technology,Accessories,6,4728.08,1612.94
ORD-00082,2023-12-11,South,Technology,Accessories,2,705.99,154.86
ORD-01089,2023-12-11,West,Technology,Accessories,5,4080.38,1378.82
ORD-01474,2023-12-11,South,Technology,Accessories,2,1877.46,658.05
ORD-01614,2023-12-11,South,Technology,Phones,1,934.38,299.4
ORD-00436,2023-12-12,West,Furniture,Bookcases,9,2403.13,874.23
ORD-00957,2023-12-12,South,Office Supplies,Paper,9,201.07,92.81
ORD-01168,2023-12-12,West,Technology,Accessories,3,2394.39,718.75
ORD-00496,2023-12-13,South,Technology,Phones,5,3666.48,1155.26
ORD-00570,2023-12-13,West,Office Supplies,Binders,8,153.82,78.75
ORD-01682,2023-12-13,East,Office Supplies,Binders,7,198.17,78.34
ORD-00293,2023-12-14,West,Technology,Accessories,2,705.11,226.8
ORD-00251,2023-12-15,East,Furniture,Bookcases,6,2884.06,1037.49
ORD-00864,2023-12-15,South,Office Supplies,Paper,3,82.73,48.02
ORD-00983,2023-12-15,West,Office Supplies,Paper,5,191.85,86.45
ORD-00316,2023-12-16,Central,Technology,Laptops,8,2918.29,630.03
ORD-00690,2023-12-16,East,Technology,Accessories,6,5546.72,1710.9
ORD-01333,2023-12-16,South,Office Supplies,Paper,1,24.19,13.85
ORD-00686,2023-12-17,West,Furniture,Tables,1,410.72,148.67
ORD-00975,2023-12-17,West,Technology,Phones,4,3838.46,1068.1
ORD-01969,2023-12-17,East,Office Supplies,Art Supplies,9,374.96,136.89
ORD-01269,2023-12-18,Central,Furniture,Chairs,9,3356.58,1359.12
ORD-01859,2023-12-18,East,Office Supplies,Paper,1,15.14,7.62
ORD-00033,2023-12-19,East,Office Supplies,Art Supplies,6,198.15,74.09
ORD-00226,2023-12-19,South,Office Supplies,Art Supplies,6,200.94,107.48
ORD-00450,2023-12-19,East,Technology,Accessories,3,1178.33,333.13
ORD-00525,2023-12-19,East,Technology,Laptops,5,1779.41,547.81
ORD-00821,2023-12-19,East,Furniture,Bookcases,6,1974.24,619.02
ORD-01664,2023-12-19,South,Technology,Phones,1,596.83,130.21
ORD-00008,2023-12-20,South,Technology,Phones,9,6149.12,1645.89
ORD-00433,2023-12-20,East,Furniture,Tables,8,3065.94,1154.56
ORD-00619,2023-12-20,West,Office Supplies,Art Supplies,9,235.99,90.67
ORD-00988,2023-12-20,East,Furniture,Tables,7,3576.58,1231.09
ORD-01878,2023-12-20,East,Technology,Laptops,7,6049.67,1581.17
ORD-00332,2023-12-21,South,Furniture,Tables,8,3689.78,1494.9
ORD-01822,2023-12-21,East,Furniture,Bookcases,1,518.38,192.74
ORD-00553,2023-12-22,Central,Furniture,Tables,3,1603.82,660.8
ORD-00563,2023-12-22,Central,Furniture,Tables,8,2635.75,1173.83
ORD-01872,2023-12-22,South,Technology,Laptops,7,2858.72,837.86
ORD-00820,2023-12-23,Central,Office Supplies,Binders,9,386.34,157.27
ORD-00849,2023-12-23,West,Furniture,Chairs,2,389.52,141.44
ORD-00923,2023-12-23,West,Office Supplies,Art Supplies,9,346.83,189.88
ORD-01066,2023-12-23,South,Technology,Accessories,3,1000.68,258.27
ORD-01086,2023-12-23,East,Technology,Accessories,5,3966.13,1418.33
ORD-01476,2023-12-23,East,Technology,Laptops,7,5983.91,1740.99
ORD-01014,2023-12-24,South,Furniture,Chairs,1,235.61,100.36
ORD-01563,2023-12-24,South,Furniture,Tables,9,4309.97,1687.88
ORD-01762,2023-12-24,East,Furniture,Tables,3,1276.34,368.5
ORD-00537,2023-12-25,West,Technology,Accessories,5,4084.23,1141.28
ORD-01017,2023-12-25,Central,Technology,Accessories,5,4515.43,1344.84
ORD-00289,2023-12-26,East,Technology,Laptops,9,8645.38,1829.85
ORD-00782,2023-12-26,West,Furniture,Chairs,1,483.05,216.66
ORD-01982,2023-12-26,South,Technology,Phones,4,2012.75,718.45
ORD-00485,2023-12-27,Central,Technology,Laptops,8,5217.71,1349.33
ORD-00776,2023-12-27,Central,Technology,Laptops,1,778.05,261.87
ORD-00845,2023-12-27,South,Office Supplies,Paper,8,254.18,141.13
ORD-01968,2023-12-27,Central,Technology,Phones,6,3256.18,1000.4
ORD-00135,2023-12-28,East,Technology,Laptops,5,2993.69,814.22
ORD-00227,2023-12-28,Central,Furniture,Chairs,6,2766.58,999.1
ORD-00542,2023-12-28,Central,Technology,Laptops,5,2149.6,617.08
ORD-01313,2023-12-28,East,Furniture,Bookcases,7,1619.87,484.47
ORD-01734,2023-12-28,South,Office Supplies,Art Supplies,7,241.65,92.01
ORD-01810,2023-12-28,West,Furniture,Chairs,8,3963.58,1550.27
ORD-00647,2023-12-29,East,Furniture,Chairs,2,766.7,241.9
ORD-01638,2023-12-29,West,Technology,Phones,5,4667.88,1571.75
ORD-01766,2023-12-29,Central,Office Supplies,Paper,6,251.16,124.02
ORD-01625,2023-12-30,West,Technology,Laptops,2,1389.69,413.94
ORD-01935,2023-12-30,West,Technology,Phones,1,348.11,116.02
ORD-01047,2023-12-31,West,Technology,Accessories,2,1251.66,298.78
ORD-01091,2023-12-31,East,Technology,Phones,9,4580.43,1544.91
ORD-01808,2023-12-31,West,Furniture,Bookcases,6,2131.21,625.91
ORD-00621,2024-01-01,South,Furniture,Chairs,8,3328.51,1432.53
ORD-00094,2024-01-02,West,Technology,Laptops,7,3157.05,811.59
ORD-00179,2024-01-02,Central,Furniture,Chairs,7,1342.55,370.89
ORD-00368,2024-01-02,West,Furniture,Bookcases,9,4083.92,1096.21
ORD-00602,2024-01-02,West,Technology,Laptops,6,4663.39,1405.3
ORD-01456,2024-01-02,West,Technology,Laptops,7,6252.76,1607.5
ORD-01265,2024-01-03,West,Technology,Laptops,8,2630.01,919.58
ORD-01704,2024-01-03,South,Technology,Laptops,2,1277.61,391.08
ORD-00580,2024-01-04,West,Office Supplies,Paper,4,167.39,73.97
ORD-01927,2024-01-04,South,Technology,Accessories,6,4969.05,1372.07
ORD-00274,2024-01-05,East,Technology,Phones,2,1202.21,293.21
ORD-00718,2024-01-05,Central,Technology,Accessories,8,5461.7,1473.34
ORD-01169,2024-01-05,West,Furniture,Tables,9,4657.01,1790.51
ORD-01330,2024-01-05,East,Furniture,Chairs,4,1785.05,777.54
ORD-01780,2024-01-05,East,Technology,Phones,9,4031.2,1077.64
ORD-00837,2024-01-07,East,Technology,Accessories,3,2729.93,697.2
ORD-01223,2024-01-07,West,Furniture,Bookcases,1,246.13,87.98
ORD-01951,2024-01-07,Central,Technology,Phones,1,917.78,252.23
ORD-00311,2024-01-08,East,Technology,Accessories,8,6332.14,2122.64
ORD-01077,2024-01-08,East,Technology,Accessories,3,980.02,218.62
ORD-01149,2024-01-08,Central,Technology,Accessories,1,408.77,140.32
ORD-01421,2024-01-08,West,Technology,Laptops,4,1345.02,288.52
ORD-01247,2024-01-09,East,Technology,Phones,9,3832.11,882.24
ORD-01398,2024-01-09,West,Furniture,Tables,3,1565.97,627.97
ORD-01552,2024-01-09,East,Technology,Accessories,3,1238.61,378.36
ORD-01617,2024-01-09,West,Office Supplies,Binders,7,248.62,142.36
ORD-01934,2024-01-09,Central,Furniture,Chairs,2,741.1,215.57
ORD-01070,2024-01-10,South,Office Supplies,Binders,7,291.11,128.3
ORD-00688,2024-01-11,East,Furniture,Bookcases,2,410.75,135.96
ORD-00748,2024-01-11,East,Furniture,Tables,1,252.06,112.28
ORD-00043,2024-01-12,East,Office Supplies,Art Supplies,5,144.42,65.98
ORD-00272,2024-01-12,East,Furniture,Bookcases,2,756.64,207.01
ORD-00327,2024-01-12,Central,Technology,Accessories,1,967.91,341.68
ORD-01430,2024-01-12,South,Technology,Laptops,3,1219.91,313.97
ORD-01462,2024-01-14,South,Technology,Accessories,3,2160.22,693.44
ORD-01863,2024-01-14,East,Furniture,Chairs,8,1674.03,606.09
ORD-00526,2024-01-16,West,Technology,Accessories,9,8123.87,2624.46
ORD-01019,2024-01-17,East,Technology,Phones,5,3545.57,1183.36
ORD-01097,2024-01-17,Central,Furniture,Bookcases,4,1387.29,607.37
ORD-01561,2024-01-17,East,Technology,Phones,8,3718.37,1131.22
ORD-01675,2024-01-17,West,Furniture,Bookcases,6,2595.27,890.0
ORD-01944,2024-01-17,Central,Furniture,Chairs,9,2192.73,813.13
ORD-00632,2024-01-18,East,Office Supplies,Binders,6,257.02,140.32
ORD-01003,2024-01-18,East,Technology,Laptops,8,4071.02,1293.1
ORD-01600,2024-01-18,West,Furniture,Bookcases,5,1956.76,570.34
ORD-01978,2024-01-18,East,Office Supplies,Paper,2,74.5,32.73
ORD-00309,2024-01-19,East,Furniture,Bookcases,6,1300.95,557.82
ORD-00416,2024-01-19,Central,Technology,Laptops,9,5350.44,1329.63
ORD-00431,2024-01-19,South,Technology,Phones,1,542.42,191.25
ORD-01257,2024-01-19,West,Office Supplies,Binders,5,176.74,91.3
ORD-00716,2024-01-20,East,Furniture,Chairs,3,766.52,266.22
ORD-01924,2024-01-21,East,Furniture,Tables,9,4746.01,1275.74
ORD-00086,2024-01-23,South,Furniture,Chairs,2,705.11,193.15
ORD-00486,2024-01-23,West,Technology,Laptops,6,2499.87,543.08
ORD-00754,2024-01-23,Central,Technology,Phones,7,5644.47,1910.31
ORD-01714,2024-01-23,East,Office Supplies,Binders,4,160.36,69.09
ORD-01931,2024-01-23,West,Technology,Laptops,4,1582.02,345.69
ORD-00364,2024-01-24,West,Office Supplies,Paper,9,338.32,184.32
ORD-01472,2024-01-24,Central,Technology,Laptops,6,3558.35,962.09
ORD-01049,2024-01-25,South,Technology,Laptops,7,4937.7,1239.95
ORD-01662,2024-01-26,Central,Office Supplies,Paper,7,151.03,86.78
ORD-01899,2024-01-26,West,Furniture,Tables,6,2533.31,808.83
ORD-00401,2024-01-27,East,Technology,Laptops,9,5259.73,1385.37
ORD-00926,2024-01-27,West,Office Supplies,Binders,5,205.32,99.51
ORD-01173,2024-01-27,West,Technology,Laptops,9,8466.41,2316.66
ORD-00904,2024-01-29,East,Furniture,Chairs,2,475.89,208.1
ORD-00371,2024-01-30,West,Office Supplies,Binders,4,71.75,40.99
ORD-00544,2024-01-30,South,Technology,Accessories,7,6192.06,2111.02
ORD-01365,2024-01-30,West,Technology,Phones,2,1007.61,345.92
ORD-01947,2024-01-30,South,Office Supplies,Paper,9,221.22,103.17
ORD-00174,2024-01-31,South,Technology,Phones,6,2378.51,665.86
ORD-01663,2024-02-01,South,Furniture,Tables,4,1112.44,489.05
ORD-01730,2024-02-01,Central,Office Supplies,Binders,8,185.04,95.62
ORD-00803,2024-02-02,West,Technology,Laptops,8,2862.98,712.0
ORD-01405,2024-02-03,West,Technology,Phones,3,2882.04,636.85
ORD-00218,2024-02-04,West,Office Supplies,Binders,6,228.71,94.94
ORD-00125,2024-02-05,West,Technology,Laptops,2,1551.58,524.12
ORD-00691,2024-02-05,East,Furniture,Bookcases,5,2513.93,1021.73
ORD-00631,2024-02-06,Central,Furniture,Tables,4,1189.76,454.89
ORD-00701,2024-02-06,South,Technology,Laptops,4,3540.05,1145.79
ORD-01942,2024-02-06,West,Technology,Laptops,9,4330.12,1547.42
ORD-00320,2024-02-07,South,Technology,Phones,7,4582.36,1055.66
ORD-01709,2024-02-07,East,Office Supplies,Art Supplies,3,106.16,64.01
ORD-00892,2024-02-08,Central,Office Supplies,Binders,1,32.42,15.92
ORD-00981,2024-02-09,East,Office Supplies,Paper,8,210.07,101.27
ORD-01713,2024-02-10,East,Technology,Phones,2,1887.99,619.52
ORD-01174,2024-02-11,South,Technology,Accessories,9,8174.81,2318.68
ORD-00283,2024-02-12,East,Furniture,Bookcases,3,1002.2,397.23
ORD-00612,2024-02-12,East,Office Supplies,Binders,6,244.37,99.06
ORD-01140,2024-02-12,East,Office Supplies,Binders,2,69.14,38.29
ORD-01282,2024-02-13,Central,Technology,Laptops,4,3038.83,959.7
ORD-00850,2024-02-14,East,Technology,Phones,8,3835.56,1079.04
ORD-01363,2024-02-14,West,Office Supplies,Art Supplies,8,230.18,84.49
ORD-01500,2024-02-14,West,Technology,Phones,8,5896.09,1301.47
ORD-01312,2024-02-15,South,Office Supplies,Art Supplies,2,46.51,19.76
ORD-00753,2024-02-16,West,Technology,Accessories,2,1826.85,557.73
ORD-00028,2024-02-17,Central,Furniture,Tables,9,3049.88,964.75
ORD-01993,2024-02-17,Central,Technology,Phones,5,3284.39,836.52
ORD-00360,2024-02-19,West,Office Supplies,Binders,2,52.85,29.64
ORD-00101,2024-02-20,West,Technology,Accessories,1,961.99,269.56
ORD-00366,2024-02-20,South,Furniture,Tables,8,3799.07,1084.79
ORD-01634,2024-02-20,South,Furniture,Chairs,4,1556.43,703.43
ORD-01119,2024-02-21,East,Technology,Laptops,2,1537.77,323.23
ORD-01652,2024-02-21,East,Technology,Accessories,1,669.59,210.32
ORD-01835,2024-02-21,Central,Technology,Laptops,7,2485.43,668.22
ORD-01396,2024-02-22,South,Furniture,Tables,1,282.72,116.21
ORD-01626,2024-02-22,West,Office Supplies,Binders,7,168.58,103.1
ORD-01839,2024-02-22,Central,Technology,Accessories,8,5101.98,1400.59
ORD-00312,2024-02-23,East,Technology,Accessories,6,4190.69,1287.0
ORD-01190,2024-02-23,West,Technology,Accessories,7,5749.61,1614.98
ORD-01916,2024-02-23,West,Technology,Accessories,4,1787.66,600.52
ORD-00051,2024-02-24,East,Technology,Accessories,1,626.28,163.6
ORD-01294,2024-02-24,East,Technology,Accessories,7,3222.03,975.13
ORD-01554,2024-02-24,West,Furniture,Chairs,5,2351.24,897.95
ORD-01135,2024-02-25,East,Furniture,Bookcases,1,191.04,77.26
ORD-01593,2024-02-25,Central,Technology,Laptops,6,3111.23,681.08
ORD-00144,2024-02-26,Central,Technology,Laptops,7,3125.4,934.48
ORD-00765,2024-02-26,Central,Technology,Laptops,5,2553.26,875.77
ORD-01824,2024-02-27,Central,Technology,Laptops,9,4858.19,1174.94
ORD-00195,2024-02-28,Central,Technology,Phones,8,4003.73,1398.29
ORD-01161,2024-02-28,East,Technology,Accessories,9,3187.16,702.86
ORD-01279,2024-02-28,East,Office Supplies,Binders,6,239.56,104.48
ORD-01892,2024-02-28,West,Furniture,Chairs,1,386.29,132.06
ORD-01231,2024-02-29,West,Technology,Laptops,8,3135.83,1030.94
ORD-01550,2024-02-29,East,Technology,Phones,6,5063.81,1542.32
ORD-00279,2024-03-01,West,Furniture,Chairs,4,1360.33,542.09
ORD-00729,2024-03-01,West,Technology,Accessories,5,1813.97,612.59
ORD-00874,2024-03-01,East,Furniture,Bookcases,2,820.03,331.4
ORD-01705,2024-03-01,Central,Technology,Phones,6,3132.01,924.79
ORD-01356,2024-03-02,East,Furniture,Bookcases,8,3320.32,1330.68
ORD-01540,2024-03-02,West,Office Supplies,Art Supplies,8,270.55,113.4
ORD-01860,2024-03-02,South,Furniture,Tables,2,463.51,156.45
ORD-00154,2024-03-03,Central,Technology,Laptops,7,4655.9,1053.48
ORD-00349,2024-03-03,West,Furniture,Bookcases,4,1444.94,591.84
ORD-00624,2024-03-03,West,Furniture,Tables,8,3246.97,1422.97
ORD-00671,2024-03-03,West,Technology,Laptops,9,3464.47,866.08
ORD-00940,2024-03-03,South,Technology,Accessories,2,994.48,296.27
ORD-01323,2024-03-03,Central,Technology,Laptops,4,1498.67,445.27
ORD-00180,2024-03-04,Central,Furniture,Bookcases,2,512.26,194.35
ORD-00384,2024-03-04,Central,Technology,Laptops,7,3135.37,940.77
ORD-00888,2024-03-04,East,Furniture,Bookcases,7,2734.6,1110.87
ORD-00964,2024-03-04,West,Technology,Phones,8,5960.82,1798.9
ORD-01332,2024-03-04,Central,Furniture,Bookcases,6,2795.21,1063.48
ORD-01957,2024-03-04,Central,Office Supplies,Art Supplies,4,76.98,47.84
ORD-00583,2024-03-05,West,Office Supplies,Binders,6,123.78,70.88
ORD-00594,2024-03-05,East,Office Supplies,Art Supplies,7,281.25,160.71
ORD-01143,2024-03-05,Central,Technology,Laptops,6,2050.71,478.55
ORD-01849,2024-03-05,East,Technology,Laptops,4,3214.36,895.48
ORD-01964,2024-03-06,South,Office Supplies,Paper,8,269.14,116.98
ORD-00096,2024-03-07,South,Office Supplies,Paper,9,261.07,102.12
ORD-00925,2024-03-07,South,Technology,Laptops,8,7259.3,2174.31
ORD-01232,2024-03-07,East,Furniture,Tables,4,747.41,339.05
ORD-00157,2024-03-08,Central,Furniture,Chairs,4,1718.09,613.86
ORD-00167,2024-03-08,East,Technology,Laptops,2,1309.48,286.56
ORD-01809,2024-03-08,West,Furniture,Chairs,1,432.81,143.44
ORD-00872,2024-03-09,Central,Technology,Phones,8,6577.89,2143.54
ORD-00578,2024-03-10,Central,Technology,Phones,5,3447.05,935.61
ORD-01090,2024-03-10,East,Technology,Laptops,2,694.75,162.58
ORD-01820,2024-03-10,West,Office Supplies,Paper,6,95.57,58.19
ORD-00881,2024-03-11,Central,Office Supplies,Binders,4,167.32,99.12
ORD-01040,2024-03-11,West,Furniture,Chairs,1,524.24,212.06
ORD-01495,2024-03-11,East,Office Supplies,Binders,9,229.67,116.03
ORD-01501,2024-03-11,West,Office Supplies,Binders,1,33.23,14.97
ORD-00668,2024-03-12,East,Office Supplies,Art Supplies,7,122.92,61.2
ORD-01630,2024-03-12,South,Furniture,Chairs,8,3910.17,1309.1
ORD-01702,2024-03-12,East,Furniture,Tables,4,1088.65,489.71
ORD-00760,2024-03-13,Central,Technology,Laptops,1,695.32,204.46
ORD-01420,2024-03-13,East,Furniture,Chairs,4,1247.53,363.22
ORD-01596,2024-03-13,West,Furniture,Bookcases,7,3429.24,1041.89
ORD-00395,2024-03-14,West,Office Supplies,Paper,4,121.82,65.73
ORD-01322,2024-03-14,South,Office Supplies,Art Supplies,8,238.43,104.53
ORD-01856,2024-03-14,Central,Technology,Accessories,6,3231.65,726.2
ORD-01831,2024-03-15,West,Technology,Laptops,8,4016.24,1260.17
ORD-00081,2024-03-16,West,Furniture,Tables,3,817.32,233.36
ORD-00477,2024-03-16,West,Technology,Phones,1,475.77,109.66
ORD-01642,2024-03-16,West,Technology,Phones,6,4428.37,1509.4
ORD-01870,2024-03-16,West,Office Supplies,Paper,7,290.0,170.26
ORD-01972,2024-03-16,Central,Office Supplies,Art Supplies,5,207.01,119.47
ORD-00358,2024-03-17,South,Furniture,Chairs,9,4417.65,1820.84
ORD-00518,2024-03-17,West,Technology,Phones,4,2212.58,478.83
ORD-01792,2024-03-17,Central,Technology,Phones,3,1266.82,400.67
ORD-01950,2024-03-17,Central,Technology,Laptops,9,4456.7,1101.16
ORD-00494,2024-03-18,South,Furniture,Tables,7,1736.66,753.06
ORD-00599,2024-03-18,South,Technology,Accessories,1,905.09,223.73
ORD-01027,2024-03-19,East,Technology,Laptops,4,3277.87,727.95
ORD-01429,2024-03-19,Central,Technology,Phones,2,750.99,199.43
ORD-01162,2024-03-20,West,Technology,Phones,7,6171.5,1330.46
ORD-01131,2024-03-21,West,Technology,Laptops,5,2247.7,485.79
ORD-00057,2024-03-22,East,Technology,Phones,9,4334.0,1433.5
ORD-00466,2024-03-22,East,Technology,Accessories,9,4710.03,1310.58
ORD-00608,2024-03-22,South,Technology,Accessories,7,4913.41,1094.16
ORD-00855,2024-03-22,West,Technology,Laptops,3,2185.08,571.12
ORD-00201,2024-03-23,East,Furniture,Bookcases,9,4174.61,1777.25
ORD-00498,2024-03-23,East,Furniture,Chairs,6,1692.54,493.13
ORD-00950,2024-03-23,West,Office Supplies,Art Supplies,6,225.0,133.27
ORD-00168,2024-03-24,South,Office Supplies,Art Supplies,8,226.63,87.98
ORD-00752,2024-03-24,South,Technology,Phones,3,2104.83,479.81
ORD-00905,2024-03-24,West,Technology,Laptops,3,1722.99,488.01
ORD-00383,2024-03-25,South,Technology,Phones,9,4993.13,1711.14
ORD-00424,2024-03-25,West,Technology,Accessories,8,5092.43,1208.54
ORD-00654,2024-03-25,Central,Furniture,Chairs,3,1199.06,499.31
ORD-01252,2024-03-25,East,Furniture,Bookcases,9,2057.47,804.05
ORD-00586,2024-03-26,Central,Technology,Accessories,3,1404.19,459.78
ORD-00920,2024-03-26,South,Furniture,Bookcases,2,761.25,338.58
ORD-01181,2024-03-26,West,Office Supplies,Paper,7,142.8,87.07
ORD-00648,2024-03-27,West,Technology,Laptops,3,2862.24,677.41
ORD-01277,2024-03-27,East,Furniture,Bookcases,5,1927.1,853.32
ORD-01603,2024-03-27,East,Technology,Laptops,6,3556.7,1279.17
ORD-01654,2024-03-27,West,Office Supplies,Paper,6,169.98,95.95
ORD-01660,2024-03-27,West,Technology,Phones,1,935.42,238.14
ORD-00638,2024-03-28,Central,Furniture,Tables,9,3948.38,1767.96
ORD-01728,2024-03-28,West,Furniture,Tables,7,2166.13,906.06
ORD-00818,2024-03-29,Central,Furniture,Chairs,1,442.56,149.88
ORD-00862,2024-03-29,Central,Furniture,Chairs,7,1665.71,462.79
ORD-01725,2024-03-29,West,Furniture,Chairs,1,205.4,82.01
ORD-00354,2024-03-30,West,Technology,Laptops,9,5111.06,1432.95
ORD-00643,2024-03-30,West,Technology,Laptops,8,4528.06,1314.1
ORD-00732,2024-03-30,Central,Furniture,Chairs,3,950.12,386.71
ORD-01197,2024-03-30,Central,Technology,Laptops,4,3676.12,1161.21
ORD-00973,2024-03-31,Central,Technology,Accessories,4,3041.76,713.28
ORD-01962,2024-03-31,West,Office Supplies,Binders,4,88.57,36.82
ORD-00296,2024-04-01,West,Office Supplies,Binders,9,143.82,67.77
ORD-00653,2024-04-01,West,Furniture,Bookcases,1,460.52,175.99
ORD-00982,2024-04-01,West,Furniture,Bookcases,3,1376.39,592.82
ORD-01419,2024-04-01,West,Technology,Accessories,3,1398.72,480.02
ORD-01542,2024-04-01,West,Office Supplies,Binders,4,129.09,68.83
ORD-01865,2024-04-01,South,Technology,Laptops,3,1352.88,441.62
ORD-00639,2024-04-03,Central,Furniture,Tables,6,1749.85,759.05
ORD-01132,2024-04-03,West,Technology,Laptops,3,1742.86,401.32
ORD-01915,2024-04-03,Central,Furniture,Tables,2,384.15,173.56
ORD-01004,2024-04-04,Central,Technology,Accessories,8,5021.9,1736.69
ORD-01266,2024-04-04,West,Office Supplies,Binders,6,189.21,117.78
ORD-01589,2024-04-04,West,Furniture,Tables,5,1922.66,616.32
ORD-00893,2024-04-05,Central,Furniture,Bookcases,8,3648.93,1519.0
ORD-00959,2024-04-05,South,Office Supplies,Paper,4,126.94,78.0
ORD-01869,2024-04-05,South,Technology,Laptops,8,7090.48,2395.32
ORD-01023,2024-04-06,South,Office Supplies,Binders,4,109.05,41.42
ORD-01264,2024-04-06,Central,Technology,Phones,9,3908.16,1289.63
ORD-01966,2024-04-06,West,Furniture,Chairs,2,770.63,321.72
ORD-01997,2024-04-06,West,Office Supplies,Paper,2,67.87,38.29
ORD-00023,2024-04-07,East,Technology,Phones,3,1609.75,499.89
ORD-01567,2024-04-07,East,Furniture,Bookcases,9,2241.32,926.06
ORD-01199,2024-04-08,West,Office Supplies,Paper,7,125.81,78.37
ORD-00242,2024-04-09,East,Furniture,Chairs,9,4838.65,1392.39
ORD-00712,2024-04-09,South,Furniture,Chairs,9,3256.05,977.92
ORD-00717,2024-04-09,South,Technology,Phones,3,1404.27,465.07
ORD-00970,2024-04-09,Central,Office Supplies,Binders,4,125.71,61.91
ORD-01123,2024-04-09,West,Technology,Laptops,9,8347.47,2339.14
ORD-00350,2024-04-10,South,Technology,Accessories,7,5381.92,1857.88
ORD-00402,2024-04-10,West,Furniture,Bookcases,7,3664.56,1627.85
ORD-01025,2024-04-10,South,Technology,Phones,3,1893.95,544.71
ORD-01078,2024-04-10,West,Furniture,Tables,1,200.15,79.35
ORD-01444,2024-04-10,East,Technology,Laptops,9,4732.86,1355.37
ORD-01604,2024-04-10,West,Office Supplies,Paper,2,35.04,13.34
ORD-01798,2024-04-10,East,Technology,Accessories,7,4099.75,913.67
ORD-00090,2024-04-11,Central,Office Supplies,Binders,2,78.61,29.95
ORD-00252,2024-04-11,South,Technology,Laptops,6,2946.8,849.38
ORD-00581,2024-04-11,West,Technology,Accessories,1,900.71,214.13
ORD-00996,2024-04-11,East,Office Supplies,Binders,9,341.66,196.42
ORD-01447,2024-04-11,East,Furniture,Bookcases,8,2513.2,787.81
ORD-01841,2024-04-11,Central,Technology,Phones,3,1249.89,299.75
ORD-01000,2024-04-12,Central,Technology,Laptops,4,2210.06,657.43
ORD-00314,2024-04-13,East,Furniture,Tables,9,2173.61,988.14
